image_loc,label
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-17612.png,p ( f _ { i } )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-15233_1.png,\int d x ^ { x }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-83710_0.png,\frac { 1 } { c }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-8421_2.png,d x ^ { 3 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/18_em_1.png,\sqrt { 4 8 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-22219_2.png,f ( a _ { i } )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/formulaire039-equation016.png,\theta ^ { 3 ^ { n } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/MfrDB0402.png,\frac { 1 5 } { 4 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-37168_1.png,1 4
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-77568_1.png,( d )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-9901_0.png,( ( V ) )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-38128_1.png,- 6 2
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-72926_0.png,1 1
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-60846_0.png,0 0
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-16530_0.png,y _ { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-47074_0.png,[ \frac { 2 } { 3 } r ^ { \frac { 3 } { 2 } } ] _ { 6 } ^ { 1 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-53326_0.png,\int _ { a } ^ { a } f ( S )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/122_em_357.png,y ^ { o b s }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-50526_0.png,z ^ { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-74059_2.png,c ^ { 6 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-58216_2.png,i x
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-61331_1.png,1 0
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-31315_1.png,1 7
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-40984.png,\mu _ { e x }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-76038_0.png,a ^ { 3 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-64246_1.png,d ^ { 5 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-53253_0.png,b c
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-24588.png,A _ { e f f }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200926-1617-246.png,G
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-50061_0.png,\frac { z } { 0 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/form_5_763_E3813.png,- \frac { 3 } { 1 4 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-80969_1.png,h - 1
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-57577_2.png,"d , y"
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-15775_1.png,( 1 )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-18902.png,"\frac { P ( t , s ) } { \beta ( t ) }"
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200923-131-346.png,\int l d t
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-34726_0.png,\frac { \pi ^ { 2 } } { 1 } x ^ { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-17647_0.png,\int a ^ { ( 1 ) }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-9833.png,\frac { \mathrm { d } P } { \mathrm { d } t }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/511_em_253.png,X _ { f g }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-44864_2.png,z ^ { 0 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-50084_0.png,t ^ { t }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/502_em_12.png,R _ \mathrm { L }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-2704.png,a \frac { 2 } { \pi }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/formulaire038-equation048.png,c _ { 0 } ( f )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-71009_2.png,y _ { 1 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-15609_0.png,( a )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-31718_1.png,4 1
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-67189.png,f _ { \lambda } ( \theta )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-20576.png,v _ { 1 1 0 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200925-1126-65.png,{ - { c \mbox { L } } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-63330_1.png,y ^ { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-81301_1.png,l 3 x
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-82711_0.png,m ^ { t }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-30556_2.png,7 0
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200923-1556-153.png,o
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-22632.png,B \gt 0
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/RIT_2014_158.png,\sum \limits ^ { \infty } _ { i = 1 } \frac { 1 } { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-62244_2.png,G _ { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200923-1254-226.png,{ { \mbox { T } } ^ { \mbox { C } } \mbox { s } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-79484_2.png,\int a
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200923-1254-168.png,u
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-65408_1.png,u ^ { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-74111_1.png,C ^ { 4 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-49320_0.png,v ^ { 0 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-49980_1.png,f ^ { 5 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-24031_2.png,b ^ { 4 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-44820_1.png,d _ { 4 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200922-949-236.png,\mu
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-47909_1.png,[ \frac { 2 } { 3 } n ^ { \frac { 3 } { 2 } } ] _ { 2 } ^ { 1 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-52502_0.png,a _ { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-10567_1.png,S i n ^ { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200926-1617-3.png,5
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-41509_1.png,5 6
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200926-1550-114.png,\frac { { i + h } } { { \mbox { j } } ^ { \lambda } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-40838_1.png,x ^ { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-68418_1.png,x _ { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-4648_0.png,\frac { 2 } { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-22423_0.png,( x )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-42638_1.png,( b )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-64646_0.png,a ^ { g }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200923-1254-41.png,\mbox { H }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-23079_2.png,a _ { 0 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-24285_2.png,1 1
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-6226_0.png,x _ { 1 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-13552_0.png,\frac { \pi } { 2 } \pi
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-20781_2.png,\phi _ { 1 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-7133_2.png,x B
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-84674_2.png,G _ { x x } ^ { ( 1 ) }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-25763_0.png,1 4
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-63740.png,"h , x"
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-18494_1.png,A ^ { C } A
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200926-1617-238.png,1 . 2
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-27423_2.png,2 2
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-60704_0.png,n ^ { 1 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-56330_1.png,\pi t
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200924-1312-112.png,{ - { f } ^ { w } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200926-1617-198.png,\sum _ { { \mbox { N } \geq \mbox { m } } } { \mbox { Y } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-37600_1.png,3 3
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-26507_2.png,4 7
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-6849_2.png,- [ \sqrt { u } ]
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/MfrDB1939.png,\sqrt { { x ^ { 2 } } } = | x |
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-66862.png,\frac { - t } { s }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-17137_2.png,\alpha _ { i }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-10671_0.png,d t
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/RIT_2014_57.png,1 9
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-16589_1.png,( x _ { f } )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2023_corpus-1754.png,y = b z
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-63506_1.png,d x 9 2
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-48055_1.png,\log _ { 4 } \frac { 2 } { 4 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200923-1253-244.png,p
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200924-1331-180.png,\left [ { \mu } ^ { \mbox { s } } \right ]
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-64756_1.png,s ^ { 3 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/515_em_373.png,\mathrm { R _ 1 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-53258_1.png,\sqrt { \pi }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-44423_1.png,x ^ { ( x ) }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-13724.png,"d _ { 1 , 2 }"
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-1494_1.png,n ^ { 7 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/2009212-1031-21.png,{ - \mbox { d } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-47567_1.png,b j
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/rit_4285_2.png,\sum b _ { n }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-51526_1.png,a ^ { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200923-1556-85.png,\sqrt { \frac { 2 z ^ 3 } { \sqrt { \frac { 3 z ^ 2 } { \sqrt { 4 z } } } } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-56188_2.png,2 d s
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-25403_2.png,1 5
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/TrainData2_10_sub_71.png,\frac { \sin B + \sin C } { \cos B + \cos C }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-60331_0.png,F ^ { 6 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-38410_2.png,x _ { x }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-41657_2.png,( d )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/KME2G3_20_sub_65.png,[ \frac 2 3 x ^ { \frac 3 2 } ] _ 0 ^ 1
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-60041.png,d z _ { t }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-43763_0.png,x _ { 0 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-84007_2.png,\frac { b } { a } j
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-44732_0.png,\frac { - f ( c ) } { 5 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-47404_1.png,5 m
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-33513_1.png,i p
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-43359_2.png,7 2
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-47700_0.png,( y )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-59216_2.png,z ^ { 4 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200924-1312-113.png,{ \mbox { a } \mbox { F } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-22079_1.png,\sqrt { 1 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-61413_1.png,b c
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-72914_0.png,\int x ^ { 1 1 } a
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-60979_0.png,t c
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200923-1254-94.png,{ \mbox { G } } _ { \mbox { n } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-47819_0.png,\log _ { 2 } \frac { 2 } { 3 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-34584_0.png,x ^ { 3 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-64216_0.png,1 2
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/MfrDB3218.png,{ x ^ { 2 } } = { x ^ { 3 } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200924-1331-112.png,s
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-55943_1.png,2 1 8
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-73603_1.png,x ^ { x }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200924-1331-103.png,\sqrt { y }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-68981_1.png,\Delta _ { n }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-21603.png,I _ { B C }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-62083.png,\{ \mu \}
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/200922-1017-144.png,\int ^ { \mbox { H } } _ { \sqrt { \mbox { L } } } \frac { z } { z } d N
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-74516_0.png,( x )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-66938_1.png,- 1
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-83638_1.png,( d _ { a } )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-81551_0.png,k ^ { 3 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-14434_2.png,\int R
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-54865_2.png,1 6 1
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-70688_2.png,1 + \frac { 1 } { 4 ! }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-80349_2.png,y _ { 0 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-47745_1.png,7 ^ { m }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-56821_2.png,\int _ { 0 } ^ { \infty } \sqrt { x } i ^ { - x }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/formulaire040-equation013.png,n = \sum _ { i = 1 } ^ k n _ i
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-62621_0.png,A _ { i _ { 1 } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-26151.png,f _ { m e }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-57343_1.png,( i )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-69302_1.png,- 1
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-19971_2.png,x ^ { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/2009212-1031-121.png,6 . 7
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-8387_1.png,\int b ^ { a ^ { 2 } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-1857_1.png,( 1 )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-6239_2.png,s _ { s }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-26680_0.png,"( j , k )"
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-16303.png,\frac { p _ { n } ( x ) } { x - x _ { i } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-9332_1.png,- 1 3
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-58906_0.png,( x )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-53346_0.png,b x
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-48640_2.png,x _ { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-7441_0.png,2 \alpha
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-48695_0.png,\frac { 2 } { \sqrt { 2 } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-29804_2.png,( \beta )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-14658_2.png,0 2
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-5301_0.png,\frac { 1 } { n - 1 } x ^ { e }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-33979_2.png,\sqrt { 1 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-52673_2.png,\int _ { 1 } ^ { \infty } \sqrt { n }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-28938_1.png,1 7 2
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-49835_0.png,6 ^ { m }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-13976_1.png,\int e ^ { 2 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-50641_2.png,( f )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-16814_0.png,C _ { x }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-3597_0.png,t ^ { p }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/2009212-1031-0.png,{ - u }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-38339_0.png,9 . 0
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-2852.png,F [ n ]
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-42969_2.png,( a )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-60004_1.png,3 a ^ { 4 }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-37950_1.png,9 9
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-62303_2.png,a ^ { a }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/MfrDB2973.png,\sqrt { n } { \frac { n + 1 } { { ( n - 1 ) ^ { 2 } } } }
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_LaTeX_data_CROHME_2019-15806.png,0 \neq p
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-52088_0.png,L ( x )
/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/IMG_RENDERED/gen_syntactic_data-18342_2.png,3 ^ { 3 }
