	image_loc	label
4611	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200924-1312-170_0.bmp	\sin y
4612	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire013-equation074_0.bmp	y - \phi _ { i j } ( x )
4613	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/127_leo_0.bmp	n ! - 1
4614	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire020-equation057_0.bmp	( x _ { i } , y _ { i } )
4615	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009213-139-28_0.bmp	d L _ { x _ { \mu } }
4616	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_0_sub_81_0.bmp	\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
4617	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1553-82_0.bmp	3 . 4 \beta
4618	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_19_sub_22_0.bmp	x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
4619	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB0687_0.bmp	y = 1 5 x + 7
4620	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-131-129_0.bmp	H = o
4621	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire017-equation008_0.bmp	x = \frac { 7 \times 8 } { 5 }
4622	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009213-139-249_0.bmp	i
4623	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-1617-168_0.bmp	R _ { V }
4624	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1251-51_0.bmp	z V T
4625	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME1G3_8_sub_10_0.bmp	\int _ { a } ^ { b } \frac { \sqrt { x } } { 2 } d x
4626	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_14_sub_22_0.bmp	x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
4627	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2152_0.bmp	f ( x , y ) = \frac { x } { y } + x y
4628	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/80_alfonso_0.bmp	\frac { 1 } { r ^ { 2 } } = \frac { 1 } { ( R - m ) ^ { 2 } } + \frac { 1 } { ( R + m ) ^ { 2 } }
4629	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1253-124_0.bmp	\frac { r ^ { F } } { u M }
4630	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/98_rosario_0.bmp	\cos \alpha = \frac { a } { \sqrt { a ^ { 2 } + b ^ { 2 } + c ^ { 2 } } }
4631	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1952_0.bmp	\int \limits _ { 0 } ^ { 1 } \frac { x ^ { 3 } } { e ^ { x } - 1 } d x = \frac { \pi ^ { 4 } } { 1 5 }
4632	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009220-1327-83_0.bmp	7 . 7 + 1
4633	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_14_sub_96_0.bmp	[ b ^ { x } \{ ( \frac { a } { b } ) ^ { x } + 1 \} ] ^ { \frac { 1 } { x } }
4634	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB3081_0.bmp	v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )
4635	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB3054_0.bmp	\int \limits _ { 0 } ^ { 1 } \int \limits _ { 0 } ^ { 1 } x ^ { 2 } y ^ { 2 } d x d y
4636	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/95_user0_0.bmp	b = c \sin B = c \cos A
4637	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire022-equation025_0.bmp	4 7 - 6 4 \leq - 1 6
4638	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire019-equation016_0.bmp	k = 1
4639	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME1G3_9_sub_21_0.bmp	A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
4640	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire001-equation044_0.bmp	( 1 + 9 + 6 + 8 + 3 ) ^ { 3 } = 1 9 , 6 8 3
4641	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB3037_0.bmp	\lim _ { n \rightarrow \infty } \frac { 1 } { n ^ { p } } = 0
4642	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_17_sub_95_0.bmp	\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
4643	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009212-952-95_0.bmp	7 X
4644	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1253-244_0.bmp	p
4645	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2159_0.bmp	| \sin z | = \sqrt { 1 - \cos ^ { 2 } z }
4646	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200925-1126-77_0.bmp	\frac { z ^ { g } } { I }
4647	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-131-27_0.bmp	M = 3
4648	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-131-260_0.bmp	\frac { \sqrt { a } } { \sqrt { z } }
4649	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/85_user0_0.bmp	( a \frac { 1 - t ^ { 2 } } { 1 + t ^ { 2 } } , \frac { 2 b t } { 1 + t ^ { 2 } } )
4650	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200925-1126-171_0.bmp	m
4651	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/82_leo_0.bmp	q = \sqrt { ( \frac { B - A } { C } ) ^ { 2 } + 1 } + \frac { B - A } { C }
4652	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1280_0.bmp	s = s _ { 0 } t + \frac { 1 } { 2 } a t ^ { 2 }
4653	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_5_sub_28_0.bmp	z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
4654	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200925-1126-120_0.bmp	- \sum T
4655	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2974_0.bmp	\sum _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n + 1 } )
4656	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_26_sub_95_0.bmp	\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
4657	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-131-17_0.bmp	\sqrt { t } ^ { \pi b - B }
4658	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-131-200_0.bmp	\Delta \neq u S
4659	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1251-109_0.bmp	\frac { n } { P }
4660	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2392_0.bmp	x ^ { 2 }
4661	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire009-equation060_0.bmp	1 2 5 + 1 6 \neq 2 5 4
4662	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire034-equation020_0.bmp	1 2 3 \pm 9 5 + 1 2 5
4663	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire014-equation032_0.bmp	\frac { p \pi } { q }
4664	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire033-equation070_0.bmp	2 8 + ( ( 1 7 3 + 1 2 ) \times 9 ) = 1 6 9 3
4665	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1556-99_0.bmp	\pi
4666	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1920_0.bmp	\sum _ { m = 0 } ^ { M } \sum _ { n = 0 } ^ { N } a _ { m , n }
4667	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1254-54_0.bmp	\log _ { 2 } ( 2 ^ { 5 } ) = 5
4668	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1802_0.bmp	1 2 3 4 + 5 6 7 8 > 9 0
4669	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire006-equation068_0.bmp	y = \frac { 1 } { x }
4670	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire023-equation012_0.bmp	6 0 \times 0 , 3 1 2 7 = 1 8 , 6 7 2
4671	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009210-947-221_0.bmp	j
4672	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200922-947-159_0.bmp	B + z = 2 z
4673	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire016-equation031_0.bmp	\alpha ^ { 2 } + \beta ^ { 2 } = 1
4674	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire032-equation036_0.bmp	\frac { \sqrt { 0 } } { 2 }
4675	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire022-equation012_0.bmp	w ( p ( s ( X ) , Y ) ) = 2 w ( s ( X ) ) + w ( Y ) = 2 + 2 w ( X ) + w ( Y )
4676	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire018-equation008_0.bmp	\sin ( \pi - \theta ) = \sin ( \theta )
4677	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1247_0.bmp	( y - 3 ) ( y + 3 ) + y ( y + 3 ) = 0
4678	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1485_0.bmp	\int x ^ { n } d x = \frac { x ^ { n + 1 } } { n + 1 } + C
4679	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1940_0.bmp	\sqrt { x y z } = \sqrt { x } \sqrt { y } \sqrt { z }
4680	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire028-equation062_0.bmp	y _ { i j } = 1
4681	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire019-equation019_0.bmp	1 0 ^ { - p }
4682	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire033-equation006_0.bmp	\theta _ { 1 } ( r )
4683	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1508_0.bmp	\sin \frac { \pi } { 4 } = \cos \frac { \pi } { 4 } = \frac { \sqrt { 2 } } { 2 }
4684	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire014-equation006_0.bmp	\sqrt { 1 5 }
4685	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_16_sub_22_0.bmp	x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
4686	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-131-132_0.bmp	- G + \sum m
4687	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/109_herbert_0.bmp	\sqrt [ x ] { \frac { a } { b } } = \frac { \sqrt [ x ] { a } } { \sqrt [ x ] { b } }
4688	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/76_miguel_0.bmp	a = b \cos C + c \cos B
4689	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1235_0.bmp	x ^ { y } - y ^ { x }
4690	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1254-121_0.bmp	6 9
4691	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-131-22_0.bmp	M - F
4692	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009213-137-219_0.bmp	M - q = - \sigma
4693	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009210-947-43_0.bmp	\frac { \pi r ^ { 2 } h } { 3 }
4694	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009212-1031-151_0.bmp	\sum o
4695	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200924-1312-108_0.bmp	\cdots + \cdots + g
4696	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB0077_0.bmp	F ( x ) = \log | x | + 2
4697	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire002-equation072_0.bmp	( 0 , \pm 1 , \pm 1 , 0 )
4698	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1949_0.bmp	\int \limits _ { 0 } ^ { \infty } \sqrt { x } e ^ { - x } d x = \frac { 1 } { 2 } \sqrt { \pi }
4699	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB0701_0.bmp	2 + 2 = 5
4700	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2176_0.bmp	\sum _ { m = 0 } ^ { M } \sum _ { n = 0 } ^ { N } a _ { m _ { 1 } n }
4701	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1556-31_0.bmp	\frac { - b - \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
4702	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1254-370_0.bmp	k < \sigma _ { G }
4703	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire038-equation070_0.bmp	( 1 4 8 - 4 7 ) \times 6 2 \leq 6 2 6 2
4704	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009212-952-36_0.bmp	1 + \frac { \sqrt { a ^ { 2 } + 1 + b } } { 3 }
4705	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-1617-84_0.bmp	\frac { x } { a + \frac { x } { b - \frac { x } { c } } }
4706	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire005-equation024_0.bmp	1 + 2 + 3 + \ldots + ( n - 1 ) + n
4707	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1553-101_0.bmp	P E
4708	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire013-equation067_0.bmp	u _ { n } = u _ { p } q ^ { n - p }
4709	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-131-125_0.bmp	g + \sin ^ { c } o
4710	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/95_caue_0.bmp	b = c \sin B = c \cos A
4711	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire024-equation011_0.bmp	( a b )
4712	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009212-952-21_0.bmp	- w \sqrt { F }
4713	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire038-equation038_0.bmp	\frac { 2 } { 3 } b \times f ( b )
4714	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB0030_0.bmp	\frac { \sqrt { 2 1 } - \sqrt { 5 } } { \sqrt { 7 } }
4715	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1253-116_0.bmp	3
4716	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1573_0.bmp	\int \limits _ { 0 } ^ { \infty } \sqrt { x } e ^ { - x } d x = \frac { 1 } { 2 } \sqrt { \pi }
4717	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1178_0.bmp	\alpha + \beta = \pi
4718	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire007-equation034_0.bmp	u _ { 0 } = ( 0 , 0 )
4719	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire011-equation029_0.bmp	\frac { a ^ { 2 } + b ^ { 2 } - 2 m ^ { 2 } } { 2 }
4720	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB0080_0.bmp	a _ { n + 1 } = a _ { n } - \frac { f ( a _ { n } ) } { f ^ { ' } ( a _ { n } ) }
4721	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire030-equation064_0.bmp	y = f ( x , t ) = x - v t
4722	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire002-equation002_0.bmp	\phi ( n ) = ( p - 1 ) ( q - 1 ) = n + 1 - s
4723	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200922-949-54_0.bmp	\log _ { 2 } ( 2 ^ { 5 } ) = 5
4724	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_1_sub_28_0.bmp	z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
4725	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB0064_0.bmp	\lim _ { n \rightarrow \infty } f ( x _ { n } ) = f ( \lim _ { n \rightarrow \infty } x _ { n } )
4726	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009210-947-204_0.bmp	\sum n
4727	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009213-139-237_0.bmp	- V z m
4728	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/89_bruno_0.bmp	x ^ { \prime } = x \cos \theta + y \sin \theta
4729	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200925-1126-159_0.bmp	[ N ]
4730	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1254-353_0.bmp	E X
4731	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire012-equation007_0.bmp	p _ { n } ( z )
4732	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2740_0.bmp	\lim _ { n \rightarrow \infty } n \frac { 1 } { n } = 1
4733	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire031-equation007_0.bmp	2 \log ( n ) = \log ( n ) ^ { 2 }
4734	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire025-equation048_0.bmp	7 \times 5 = 7 + 7 + 7 + 7 + 7 = 3 5
4735	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009212-1031-27_0.bmp	- \frac { y } { e }
4736	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1253-221_0.bmp	m
4737	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire027-equation068_0.bmp	\beta _ { 0 } = 1
4738	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-1550-162_0.bmp	X \geq 7
4739	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1297_0.bmp	F ( x , y , z ) = G ( x , y ) + H ( y , z ) + 2 1
4740	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2102_0.bmp	a _ { n } = a _ { 1 } \cdot q ^ { n - 1 }
4741	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire004-equation036_0.bmp	( z ^ { 2 } + y _ { 0 } - a _ { 0 } z - b _ { 0 } ) ( z ^ { 2 } + y _ { 0 } + a _ { 0 } z + b _ { 0 } ) = 0
4742	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-131-289_0.bmp	5
4743	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire026-equation053_0.bmp	X _ { n + 2 }
4744	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire025-equation015_0.bmp	( 1 4 0 / 1 6 ) \times 9 2 \leq 8 0 5
4745	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009212-1031-17_0.bmp	V + 2
4746	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1254-166_0.bmp	1
4747	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1553-60_0.bmp	\frac { \beta + \gamma } { \theta }
4748	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire030-equation048_0.bmp	y _ { 4 } = - \frac { 7 i } { 2 }
4749	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1683_0.bmp	\frac { 1 0 0 ! } { 9 7 ! \cdot 6 ! }
4750	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-1617-79_0.bmp	\frac { \frac { \frac { x _ { 4 } } { x _ { 3 } } } { x _ { 2 } } } { x _ { 1 } }
4751	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-1617-204_0.bmp	\mu
4752	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/3_em_18_0.bmp	\{ I _ { k } \}
4753	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB0435_0.bmp	1 - 3
4754	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1040_0.bmp	a + b i = x
4755	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire012-equation008_0.bmp	a ^ { 3 } + b ^ { 3 } = c ^ { 3 }
4756	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire027-equation008_0.bmp	y _ { 4 } = \frac { 1 } { 2 } ( - \sqrt { z _ { 1 } } - \sqrt { z _ { 2 } } + \sqrt { z _ { 3 } } )
4757	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/85_herbert_0.bmp	( a \frac { 1 - t ^ { 2 } } { 1 + t ^ { 2 } } , \frac { 2 b t } { 1 + t ^ { 2 } } )
4758	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire009-equation006_0.bmp	\cos ( a ) \cos ( b )
4759	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire021-equation038_0.bmp	( 2 \sqrt { 2 1 } - 9 ) x ^ { 2 } + x + 8 - 2 \sqrt { 2 1 } = 0
4760	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200925-1126-183_0.bmp	3 4 . 8
4761	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire037-equation008_0.bmp	\pi _ { 1 } ( X )
4762	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1553-207_0.bmp	\frac { Y } { 4 . 1 }
4763	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire011-equation064_0.bmp	p ^ { a } = \pi = p
4764	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/118_hirata_0.bmp	P ( x ) = \sum _ { i = 0 } ^ { n } a _ { j } x ^ { j }
4765	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire014-equation043_0.bmp	k _ { 1 } = \sqrt { \frac { 2 } { 3 } }
4766	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire012-equation058_0.bmp	( 3 + 4 ) ^ { 3 } = 3 4 3
4767	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1251-149_0.bmp	2 . 6
4768	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB2491_0.bmp	( y ^ { 4 } - 1 ) / ( y ^ { 2 } - 1 )
4769	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1632_0.bmp	k ^ { 2 } \geq \sqrt { p + 3 }
4770	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire014-equation004_0.bmp	v = - e u
4771	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200926-1617-156_0.bmp	g
4772	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/92_caue_0.bmp	y = \frac { x \prime \sin \theta + y \prime \sin ( w \prime + \theta ) } { \sin w }
4773	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_17_sub_96_0.bmp	[ b ^ { x } \{ ( \frac { a } { b } ) ^ { x } + 1 \} ] ^ { \frac { 1 } { x } }
4774	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1251-192_0.bmp	\frac { N } { V }
4775	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/105_herbert_0.bmp	\frac { b ^ { 2 } c ^ { 2 } - 4 b ^ { 3 } d - 4 a c ^ { 3 } + 1 8 a b c d - 2 7 a ^ { 2 } d ^ { 2 } } { a ^ { 4 } }
4776	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire031-equation031_0.bmp	a _ { 6 } x ^ { 6 } + a _ { 5 } x ^ { 5 } + a _ { 4 } x ^ { 4 } + a _ { 3 } x ^ { 3 } + a _ { 2 } x ^ { 2 } + a _ { 1 } x + a _ { 0 } = 0
4777	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire033-equation019_0.bmp	( x _ { 0 } , \pm y _ { 0 } )
4778	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/200923-1553-184_0.bmp	\sqrt { \int y d w } ^ { \sqrt { \sigma } } + \sqrt { C } ^ { k }
4779	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/formulaire002-equation067_0.bmp	h _ { 1 1 } ( t ) = t ^ { 3 } - t ^ { 2 }
4780	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1537_0.bmp	\sqrt [ 5 ] { 5 5 }
4781	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009213-137-147_0.bmp	0 . 9 B
4782	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/MfrDB1276_0.bmp	\int \limits _ { 0 } ^ { \infty } f ( x ) d x = \lim _ { b \rightarrow \infty } \int \limits _ { 0 } ^ { b } f ( x ) d x
4783	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009213-137-216_0.bmp	k
4784	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/2009213-139-73_0.bmp	a ^ { b ^ { c ^ { d } } }
4785	/home/mathadoor/Documents/ImageToLatex/data/CROHME/train/off_image_train/KME2G3_26_sub_35_0.bmp	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }
